night,speaker,text,neg,neu,pos,compound
first,KLOBUCHAR,And I think how we win an election is to bring everyone with us. And yes I have won in a state every single time statewide. I have won those congressional districts that Donald Trump won by over 20 points. He just targeted Minnesota last week. And I have done it by getting out there and talking to people by knowing rural issues and farm issues,0,0.761,0.239,0.9559
first,TAPPER,Thank you Senator Klobuchar. ,0,0.545,0.455,0.3612
first,KLOBUCHAR, and bringing metro people with me in the state that had the highest voter turnout in the country. ,0,1,0,0
first,TAPPER,Thank you Senator Klobuchar. Thank you Senator.,0,0.5,0.5,0.6124
first,KLOBUCHAR,That's what we want. ,0,0.698,0.302,0.0772
first,TAPPER,I want to bring in Congressman O'Rourke. Congressman O'Rourke please respond. ,0,0.69,0.31,0.3818
first,O'ROURKE,You know I think a big part of leadership and showing our commitment to the American people is delivering on our commitments. As a member of Congress when I learned that the El Paso V.A. had the worst wait times for mental health care in the country meaning that care delayed functionally became care denied and was related to the suicide epidemic we made it our priority and we turned around the V.A. in El Paso. ,0.149,0.699,0.152,-0.1779
first,O'ROURKE,We took that lesson nationally and I worked with Republican and Democratic colleagues to expand medical health care to veterans and we got it signed into law by the one person with whom I agree on almost nothing  Donald Trump  to show that at the end of the day we will put the American people first,0,0.864,0.136,0.7906
first,BASH,Thank you.,0,0.286,0.714,0.3612
first,O'ROURKE, before party before any other concern. ,0,0.649,0.351,0.4019
first,BASH,Thank you Congressman O'Rourke. ,0,0.545,0.455,0.3612
first,BASH,We've been asking voters to weigh in on what they'd most like to hear Democrats debate. Among the topics they told us they're most interested in the climate crisis.,0.114,0.725,0.161,0.1744
first,BASH,Congressman Delaney I'll start with you. You say the Green New Deal is about as realistic as Trump saying Mexico is going to pay for the wall. But scientists say we need essentially to eliminate fossil fuel pollution by 2050 to avoid the most catastrophic consequences. Why isn't this sweeping plan to fight the climate crisis realistic?,0.21,0.79,0,-0.9152
first,DELANEY,Well first of all because it ties its progress to other things that are completely unrelated to climate like universal health care guaranteed government jobs and universal basic income. So that only makes it harder to do.,0,0.757,0.243,0.8625
first,DELANEY,My plan which gets us to net zero by 2050 which we absolutely have to do for our kids and our grandkids will get us there. I put a price on carbon take all the money give it back to the American people in a dividend. That was introduced by me on a bipartisan basis. It's the only significant bipartisan climate bill in the Congress.,0,0.971,0.029,0.2023
first,DELANEY,I'm going to increase the Department of Energy research budget by fivefold because we fundamentally have to innovate our way out of this problem. I'm going to create a market for something called direct air capture which are machines that actually take carbon out of the atmosphere because I don't think we'll get to net zero by 2050 unless we have those things. I'm going to increase investment in renewables and I'm going to create something called the Climate Corps.,0.035,0.805,0.16,0.8391
first,DELANEY,That is a plan that's realistic. It's a bet on the U.S. private innovation economy and creates the incentives to get us to net zero by 2050 for our kids.,0,0.781,0.219,0.7184
first,BASH,Thank you. Thank you Congressman. Senator Warren you're a cosponsor of the Green New Deal. Your response to Congressman Delaney?,0,0.773,0.227,0.6124
first,WARREN,So climate crisis is the existential crisis for our world. It puts every living thing on this planet at risk. I have a plan for a green industrial policy that takes advantage of the fact that we do what we do best and that is innovate and create. ,0.18,0.63,0.191,-0.0917
first,WARREN,So I've proposed putting $2 trillion in so we do the research. We then say anyone in the world can use it so long as you build it right here in America. That will produce about 1.2 million manufacturing jobs right here in Michigan right here in Ohio right here in the industrial Midwest.,0,1,0,0
first,WARREN,And the second thing we will do is we will then sell those products all around the world. Right now for every $1 the United States,0,0.899,0.101,0.4215
first,BASH,Thank you.,0,0.286,0.714,0.3612
first,WARREN, spends trying to market around the world,0,1,0,0
first,BASH,Thank you Senator Warren.,0,0.545,0.455,0.3612
first,WARREN, China is spending $100. ,0,1,0,0
first,BASH,Thank you Senator Warren. ,0,0.545,0.455,0.3612
first,BASH,Governor Hickenlooper you take issue with the green new deal (ph). Please respond.,0,0.839,0.161,0.3182
first,HICKENLOOPER,Well I think the guarantee for a public job for everyone who wants one is a classic part of the problem. It's a distraction. ,0.209,0.63,0.161,-0.296
first,HICKENLOOPER,I share the urgency of everyone up here. We have to recognize  I mean everyone's got good ideas. What we do in this country is no better than just a best practice right? It's what we do here is a best practice and a template but it's got to be done all over the world.,0.028,0.782,0.19,0.7964
first,HICKENLOOPER,So we've got to be building bridges right now with people like China who were cheating on international agreements and stealing intellectual property. We need to work on that but not with a tariff system. We need every country working together if we're going to really deal with climate change in a realistic way.,0.081,0.823,0.095,-0.0516
first,BASH,Thank you. Senator Warren your response?,0,0.667,0.333,0.3612
first,WARREN,"Look I put a real policy on the table to create 1.2 million new jobs in green manufacturing. There's going to be a $23 trillion worldwide market for this. This could revitalize huge cities across this country. And no one wants to talk about it. What you want to do instead is find the Republican talking point of a made-up piece of some other part and say ""Oh we don't really have to do anything.""",0.029,0.895,0.076,0.3612
first,WARREN,That's the problem we've got in Washington right now.,0.252,0.748,0,-0.4019
first,WARREN,It continues to be a Washington that works great for oil companies just not for people worried about climate change.,0,0.74,0.26,0.7174
first,BASH,Thank you Senator Warren. Congressman Ryan we are here in Michigan where there are about 180000 workers in auto manufacturing. Your state of Ohio has around 96000 workers in that industry. ,0,0.923,0.077,0.3612
first,BASH,Senator Sanders is co-sponsoring a bill that would eliminate new gas-powered car sales by 2040. Given the number of auto manufacturing workers in your state how concerned are you about Senator Sanders' plan?,0,0.96,0.04,0.0772
first,RYAN,Well if we get our act together we won't have to worry about it. I  my plan is to create a chief manufacturing officer so we could actually start making things in the United States again that would pull the government the Department of Energy Department of Transportation work with the private sector work with investors emerging tech companies to dominate the electric vehicle market. ,0.021,0.814,0.164,0.8404
first,RYAN,China dominates it now 50 percent to 60 percent. I want us to dominate the battery market make those here in the United States and cut the workers in on the deal. The charging stations solar panels same thing; China dominates 60 percent of the solar panel market.,0.07,0.802,0.127,0.2263
first,RYAN,So this person will work in the White House report directly to me and we're going to start making things again.,0,1,0,0
first,RYAN,But you cannot get there on climate unless we talk about agriculture. We need to convert our industrial agriculture system over to a sustainable and regenerative agriculture system,0,1,0,0
